,act_movie_count,act_movie_ratingSum,act_movie_normalizedMovieRank,act_mean_movie_googleHits,act_mean_movie_normalizedGoogleRank,act_mean_movie_normalizedRating,dir_movie_count,dir_movie_ratingSum,dir_movie_normalizedMovieRank,dir_mean_movie_googleHits,dir_mean_movie_normalizedGoogleRank,dir_mean_movie_normalizedRating,hitflop
0,16.0,585.0,2.508560001850128,951100.0,3.4501949846744537,3.8261400759220097,0.0,0.0,0.0,0.0,0.0,0.0,2
1,5.0,390.0,3.182807445526123,666000.0,2.2164175510406494,3.29220998287201,5.0,250.0,3.131580114364624,460000.0,4.415860176086426,3.7480800151825,6
2,23.0,1015.0,2.1053175032138824,522525.0,2.095427483320236,2.7166799306869525,2.0,45.0,0.5888149738311768,14700.0,0.6049050092697144,0.60665500164032,1
3,16.5,1162.5,4.08201003074646,1865000.0,5.558714985847473,5.8170825242996225,0.0,0.0,0.0,0.0,0.0,0.0,4
4,15.25,800.0,2.998559921979904,876000.0,3.007312536239624,3.74547493457794,3.0,140.0,2.894740104675293,1480.0,1.0019400119781494,2.84984993934631,1
5,17.75,957.5,4.169374972581863,1562250.0,5.0268275141716,5.67125505208969,5.0,300.0,3.8421099185943604,790000.0,6.872879981994629,4.92204999923706,6
6,12.25,560.0,2.932065039873123,752750.0,2.689355045557022,3.6338824629783604,16.0,640.0,2.4210500717163086,356000.0,3.6415200233459473,2.90282011032104,2
7,20.75,1232.5,5.480592489242554,1822600.0,5.698477566242218,6.80134755373001,5.0,430.0,5.689469814300537,1050000.0,8.808719635009766,7.10459995269775,8
8,14.5,750.0,3.9455575346946716,1237250.0,3.939257562160492,4.923854887485502,0.0,0.0,0.0,0.0,0.0,0.0,1
9,22.25,1197.5,4.5565400421619415,1516000.0,4.90751239657402,5.823909819126127,4.0,90.0,1.1776299476623535,96200.0,1.7071800231933594,1.31046998500824,2
10,10.25,302.5,1.8913024961948395,727475.0,2.873292475938797,3.1455550491809854,0.0,0.0,0.0,0.0,0.0,0.0,1
11,22.5,1340.0,4.87845516204834,1219500.0,4.142610013484955,5.571437537670135,10.0,580.0,3.700000047683716,4295.0,1.0228950381278992,3.640475034713745,5
12,23.5,1325.0,4.2164775133132935,1858500.0,5.79108738899231,6.13367235660553,0.0,0.0,0.0,0.0,0.0,0.0,2
13,18.0,575.0,2.222929984331131,289425.0,1.494082510471344,2.5485025346279127,0.0,0.0,0.0,0.0,0.0,0.0,2
